Cylinders,Displacement,Horsepower,Weight,Acceleration,Model Year,Origin,ground_truth
1.4828068330705324,1.0730282895671093,0.650564135498361,0.6066247489852035,-1.27554616442823,-1.6318025078841796,-0.7016685926073393,18.0
1.4828068330705324,1.4829024805490771,1.5489933701210035,0.8281310362683987,-1.4525174862868657,-1.6318025078841796,-0.7016685926073393,15.0
1.4828068330705324,1.0444324157776697,1.1639522695684426,0.5234133923867544,-1.27554616442823,-1.6318025078841796,-0.7016685926073393,16.0
1.4828068330705324,1.0253684999180432,0.9072582025334017,0.5421652473948556,-1.806460130004137,-1.6318025078841796,-0.7016685926073393,17.0
1.4828068330705324,2.2359271570043204,2.396083791336638,1.5875811640964965,-1.9834314518627727,-1.6318025078841796,-0.7016685926073393,15.0
1.4828068330705324,2.4742261052496506,2.9608107388137275,1.6028170462905789,-2.337374095580044,-1.6318025078841796,-0.7016685926073393,14.0
1.4828068330705324,2.3407786942322657,2.832463705296207,1.5535934268943132,-2.5143454174386797,-1.6318025078841796,-0.7016685926073393,14.0
1.4828068330705324,1.8641807977416054,2.190728537708605,1.0121336135353916,-2.5143454174386797,-1.6318025078841796,-0.7016685926073393,15.0
1.4828068330705324,1.797457092232913,1.677340403638524,0.6757722143275765,-1.9834314518627727,-1.6318025078841796,-0.7016685926073393,15.0
1.4828068330705324,1.387582901250945,1.4206463366034832,0.7296837974758674,-2.691316739297315,-1.6318025078841796,-0.7016685926073393,14.0
1.4828068330705324,2.483758063179464,3.089157772331248,0.11673253689856003,-1.9834314518627727,-1.6318025078841796,-0.7016685926073393,14.0
-0.8627918852375142,-0.7761715488166525,-0.24786509912428145,-0.7200689928379552,-0.21371823327641615,-1.6318025078841796,1.816319271149284,24.0
0.3100074739165091,0.034044875217469885,-0.24786509912428145,-0.17978117041703992,-0.036746911417780505,-1.6318025078841796,-0.7016685926073393,22.0
-0.8627918852375142,-0.9286828756936638,-1.505666027595981,-1.3494281265473511,1.732966307168576,-1.6318025078841796,0.5573253392709724,26.0
-0.8627918852375142,-0.8047674226060921,-0.45322035275231404,-0.36847171143605806,0.6711383760167621,-1.6318025078841796,0.5573253392709724,25.0
-0.8627918852375142,-0.8333632963955317,-0.3762121326418018,-0.6520935184335884,-0.39068955513505177,-1.6318025078841796,0.5573253392709724,24.0
-0.8627918852375142,-0.8619591701849714,-0.24786509912428145,-0.7165530200239363,0.6711383760167621,-1.6318025078841796,0.5573253392709724,25.0
-0.8627918852375142,-0.699915885378147,0.21418422153879182,-0.881803742282828,-1.0985748425695945,-1.6318025078841796,0.5573253392709724,26.0
1.4828068330705324,1.5782220598472092,2.832463705296207,1.9087066811102293,-0.5676608769936874,-1.6318025078841796,-0.7016685926073393,10.0
1.4828068330705324,1.0730282895671093,2.4474226047436463,1.628600846926718,-0.21371823327641615,-1.6318025078841796,-0.7016685926073393,10.0
1.4828068330705324,1.1778798267950545,2.704116671778687,1.6356327925547558,-0.7446321988523231,-1.6318025078841796,-0.7016685926073393,11.0
1.4828068330705324,1.0444324157776697,2.2677367578191174,2.0458296208569693,1.0250810197340334,-1.6318025078841796,-0.7016685926073393,9.0
-0.8627918852375142,-0.9286828756936638,-0.42755094604880994,-1.0036907998354856,-0.39068955513505177,-1.3524208353238567,1.816319271149284,27.0
